,func,target,project
1631,"    function invest() payable public returns(bool){
        ieoState = getCurrentState();
        require(ieoState == State.running);
        require(msg.value >= minInvestment && msg.value <= maxInvestment);
        uint tokens = msg.value / tokenPrice;
        require(raisedAmount + msg.value <= hardCap);
        raisedAmount += msg.value;
        balances[msg.sender] += tokens;
        balances[founder] -= tokens;
        deposit.transfer(msg.value); 
        emit Invest(msg.sender, msg.value, tokens);
        return true;
    }",False,buggy_47.sol
1632,"function callme_re_ent35() public{
        require(counter_re_ent35<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent35 += 1;
    }",True,buggy_47.sol
1633,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_47.sol
1634,"    function burn() public returns(bool){
        ieoState = getCurrentState();
        require(ieoState == State.afterEnd);
        balances[founder] = 0;
    }",False,buggy_47.sol
1635,"function withdrawBalance_re_ent33() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent33[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent33[msg.sender] = 0;
    }",True,buggy_47.sol
1636,"function bug_re_ent27() public{
        require(not_called_re_ent27);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent27 = false;
    }",True,buggy_47.sol
1637,"function withdrawFunds_re_ent31 (uint256 _weiToWithdraw) public {
        require(balances_re_ent31[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent31[msg.sender] -= _weiToWithdraw;
    }",True,buggy_47.sol
1638,"    function totalSupply() public view returns(uint amount) {
        return myTotalSupply;
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1639,"    function balanceOf(address tokenOwner) public view returns(uint balance) {
        require(tokenOwner != address(0));
        return balances[tokenOwner];
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1640,"    function allowance(address tokenOwner, address spender) public view returns(uint balanceRemaining) {
        return ownerAllowances[tokenOwner][spender];
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1641,"    function transfer(address to, uint amount) public hasEnoughBalance(msg.sender, amount) tokenAmountValid(amount) returns(bool status) {
        balances[msg.sender] -= amount;
        balances[to] += amount;
        emit Transfer(msg.sender, to, amount);
        return true;
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1642,"    function approve(address spender, uint limit) public returns(bool status) {
        ownerAllowances[msg.sender][spender] = limit;
        emit Approval(msg.sender, spender, limit);
        return true;
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1643,"    function transferFrom(address from, address to, uint amount) public 
    hasEnoughBalance(from, amount) isAllowed(msg.sender, from, amount) tokenAmountValid(amount)
    returns(bool status) {
        balances[from] -= amount;
        balances[to] += amount;
        ownerAllowances[from][msg.sender] = amount;
        emit Transfer(from, to, amount);
        return true;
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1644,"    function name() public view returns(string tokenName) {
        return myName;
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1645,"    function symbol() public view returns(string tokenSymbol) {
        return mySymbol;
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1646,"    function whoIsTheOwner() public view returns(address) {
        return contractOwner;
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1647,"    function kill() public {
        if (msg.sender == contractOwner) selfdestruct(contractOwner);
    }",False,0x9341097483f88fbb65bfc6ea4c26a04e0c4429a0.sol
1648,"    function mul(uint256 a, uint256 b) internal pure returns (uint256) {
        uint256 c = a * b;
        assert(a == 0 || c / a == b);
        return c;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1649,"    function div(uint256 a, uint256 b) internal pure returns (uint256) {
        uint256 c = a / b;
        return c;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1650,"    function sub(uint256 a, uint256 b) internal pure returns (uint256) {
        assert(b <= a);
        return a - b;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1651,"    function add(uint256 a, uint256 b) internal pure returns (uint256) {
        uint256 c = a + b;
        assert(c >= a);
        return c;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1652,"    function max64(uint64 a, uint64 b) internal pure returns (uint64) {
        return a >= b ? a : b;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1653,"    function min64(uint64 a, uint64 b) internal pure returns (uint64) {
        return a < b ? a : b;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1654,"    function max256(uint256 a, uint256 b) internal pure returns (uint256) {
        return a >= b ? a : b;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1655,"    function min256(uint256 a, uint256 b) internal pure returns (uint256) {
        return a < b ? a : b;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1656,"    function balanceOf(address _owner) public constant returns (uint256 balance) {
        return balances[_owner];
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1657,"    function transfer(address _to, uint256 _value) public onlyPayloadSize(2) returns (bool) {
        require(_to != address(0));
        require(_value <= balances[msg.sender]);
        require(transfersEnabled);
        balances[msg.sender] = balances[msg.sender].sub(_value);
        balances[_to] = balances[_to].add(_value);
        emit Transfer(msg.sender, _to, _value);
        return true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1658,"    function transferFrom(address _from, address _to, uint256 _value) public onlyPayloadSize(3) returns (bool) {
        require(_to != address(0));
        require(_value <= balances[_from]);
        require(_value <= allowed[_from][msg.sender]);
        require(transfersEnabled);
        balances[_from] = balances[_from].sub(_value);
        balances[_to] = balances[_to].add(_value);
        allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
        emit Transfer(_from, _to, _value);
        return true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1659,"    function approve(address _spender, uint256 _value) public returns (bool) {
        allowed[msg.sender][_spender] = _value;
        emit Approval(msg.sender, _spender, _value);
        return true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1660,"    function allowance(address _owner, address _spender) public onlyPayloadSize(2) constant returns (uint256 remaining) {
        return allowed[_owner][_spender];
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1661,"    function increaseApproval(address _spender, uint _addedValue) public returns (bool success) {
        allowed[msg.sender][_spender] = allowed[msg.sender][_spender].add(_addedValue);
        emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
        return true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1662,"    function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool success) {
        uint oldValue = allowed[msg.sender][_spender];
        if (_subtractedValue > oldValue) {
            allowed[msg.sender][_spender] = 0;
        } else {
            allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
        }
        emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
        return true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1663,"    function realimmocoin(address _owner) public {
        totalSupply = INITIAL_SUPPLY;
        owner = _owner;
        balances[owner] = INITIAL_SUPPLY;
        tokenAllocated = 0;
        transfersEnabled = true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1664,"    function buyTokens(address _investor) public payable returns (uint256){
        require(_investor != address(0));
        require(saleToken == true);
        address wallet = owner;
        uint256 weiAmount = msg.value;
        uint256 tokens = validPurchaseTokens(weiAmount);
        if (tokens == 0) {revert();}
        weiRaised = weiRaised.add(weiAmount);
        tokenAllocated = tokenAllocated.add(tokens);
        mint(_investor, tokens, owner);
        emit TokenPurchase(_investor, weiAmount, tokens);
        wallet.transfer(weiAmount);
        return tokens;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1665,"    function validPurchaseTokens(uint256 _weiAmount) public returns (uint256) {
        uint256 addTokens = getTotalAmountOfTokens(_weiAmount);
        if (addTokens > balances[owner]) {
            emit TokenLimitReached(tokenAllocated, addTokens);
            return 0;
        }
        return addTokens;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1666,"    function getTotalAmountOfTokens(uint256 _weiAmount) internal pure returns (uint256) {
        uint256 amountOfTokens = 0;
        if(_weiAmount == 0){
            amountOfTokens = 5700 * (10**uint256(decimals));
        }
        if( _weiAmount == 0.001 ether){
            amountOfTokens = 3 * 10**1 * (10**uint256(decimals));
        }
        if( _weiAmount == 0.005 ether){
            amountOfTokens = 15 * 10**1 * (10**uint256(decimals));
        }
        if( _weiAmount == 0.01 ether){
            amountOfTokens = 3 * 10**2 * (10**uint256(decimals));
        }
        if( _weiAmount == 0.05 ether){
            amountOfTokens = 15 * 10**2 * (10**uint256(decimals));
        }
        if( _weiAmount == 0.1 ether){
            amountOfTokens = 3 * 10**3 * (10**uint256(decimals));
        }
        return amountOfTokens;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1667,"    function mint(address _to, uint256 _amount, address _owner) internal returns (bool) {
        require(_to != address(0));
        require(_amount <= balances[_owner]);
        balances[_to] = balances[_to].add(_amount);
        balances[_owner] = balances[_owner].sub(_amount);
        emit Transfer(_owner, _to, _amount);
        return true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1668,"    function changeOwner(address _newOwner) onlyOwner public returns (bool){
        require(_newOwner != address(0));
        emit OwnerChanged(owner, _newOwner);
        owner = _newOwner;
        return true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1669,"    function startSale() public onlyOwner {
        saleToken = true;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1670,"    function stopSale() public onlyOwner {
        saleToken = false;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1671,"    function enableTransfers(bool _transfersEnabled) onlyOwner public {
        transfersEnabled = _transfersEnabled;
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1672,"    function claimTokens() public onlyOwner {
        owner.transfer(address(this).balance);
        uint256 balance = balanceOf(this);
        transfer(owner, balance);
        emit Transfer(this, owner, balance);
    }",False,0xa8bf8d59fac7134a822ab47bf2d4506438530964.sol
1673,"function claimReward_re_ent39() public {        
        require(redeemableEther_re_ent39[msg.sender] > 0);
        uint transferValue_re_ent39 = redeemableEther_re_ent39[msg.sender];
        msg.sender.transfer(transferValue_re_ent39);    
        redeemableEther_re_ent39[msg.sender] = 0;
    }",True,buggy_45.sol
1674,"    function withdraw_balances_re_ent36 () public {
       if (msg.sender.send(balances_re_ent36[msg.sender ]))
          balances_re_ent36[msg.sender] = 0;
      }",True,buggy_45.sol
1675,"function callme_re_ent35() public{
        require(counter_re_ent35<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent35 += 1;
    }",True,buggy_45.sol
1676,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_45.sol
1677,"function withdrawBalance_re_ent33() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent33[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent33[msg.sender] = 0;
    }",True,buggy_45.sol
1678,"function bug_re_ent27() public{
        require(not_called_re_ent27);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent27 = false;
    }",True,buggy_45.sol
1679,"function withdrawFunds_re_ent31 (uint256 _weiToWithdraw) public {
        require(balances_re_ent31[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent31[msg.sender] -= _weiToWithdraw;
    }",True,buggy_45.sol
1680,"function bug_re_ent13() public{
        require(not_called_re_ent13);
        (bool success,)=msg.sender.call.value(1 ether)("""");
        if( ! success ){
            revert();
        }
        not_called_re_ent13 = false;
    }",True,buggy_45.sol
1681,"    function withdraw_balances_re_ent1 () public {
       (bool success,) =msg.sender.call.value(balances_re_ent1[msg.sender ])("""");
       if (success)
          balances_re_ent1[msg.sender] = 0;
      }",True,buggy_45.sol
1682,"function bug_re_ent41() public{
        require(not_called_re_ent41);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent41 = false;
    }",True,buggy_45.sol
1683,"function callme_re_ent42() public{
        require(counter_re_ent42<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent42 += 1;
    }",True,buggy_45.sol
1684,"	  function buyTicket_re_ent2() public{
	    if (!(lastPlayer_re_ent2.send(jackpot_re_ent2)))
        revert();
      lastPlayer_re_ent2 = msg.sender;
      jackpot_re_ent2    = address(this).balance;
    }",True,buggy_45.sol
1685,"function withdrawFunds_re_ent17 (uint256 _weiToWithdraw) public {
        require(balances_re_ent17[msg.sender] >= _weiToWithdraw);
        (bool success,)=msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent17[msg.sender] -= _weiToWithdraw;
    }",True,buggy_45.sol
1686,"	  function buyTicket_re_ent37() public{
	    if (!(lastPlayer_re_ent37.send(jackpot_re_ent37)))
        revert();
      lastPlayer_re_ent37 = msg.sender;
      jackpot_re_ent37    = address(this).balance;
    }",True,buggy_45.sol
1687,"function withdrawFunds_re_ent3 (uint256 _weiToWithdraw) public {
        require(balances_re_ent3[msg.sender] >= _weiToWithdraw);
	(bool success,)= msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent3[msg.sender] -= _weiToWithdraw;
    }",True,buggy_45.sol
1688,"	  function buyTicket_re_ent9() public{
	    (bool success,) = lastPlayer_re_ent9.call.value(jackpot_re_ent9)("""");
	    if (!success)
	        revert();
      lastPlayer_re_ent9 = msg.sender;
      jackpot_re_ent9    = address(this).balance;
    }",True,buggy_45.sol
1689,"function claimReward_re_ent25() public {        
        require(redeemableEther_re_ent25[msg.sender] > 0);
        uint transferValue_re_ent25 = redeemableEther_re_ent25[msg.sender];
        msg.sender.transfer(transferValue_re_ent25);    
        redeemableEther_re_ent25[msg.sender] = 0;
    }",True,buggy_45.sol
1690,"function withdrawBalance_re_ent19() public{
        if( ! (msg.sender.send(userBalance_re_ent19[msg.sender]) ) ){
            revert();
        }
        userBalance_re_ent19[msg.sender] = 0;
    }",True,buggy_45.sol
1691,"function withdrawBalance_re_ent26() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent26[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent26[msg.sender] = 0;
    }",True,buggy_45.sol
1692,"    function setOracle(address _oracle) public payable byOwner inState(State.SETUP) {
        oracle = _oracle;
        emit OracleSet(oracle);
    }",False,buggy_45.sol
1693,"function bug_re_ent20() public{
        require(not_called_re_ent20);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent20 = false;
    }",True,buggy_45.sol
1694,"    function setInitialPrice(uint256 _value) public payable byOracle inState(State.SETUP) {
        initialPrice = _value;
        state = State.OPEN;
        emit GameOpened(initialPrice);
    }",False,buggy_45.sol
1695,"function claimReward_re_ent32() public {        
        require(redeemableEther_re_ent32[msg.sender] > 0);
        uint transferValue_re_ent32 = redeemableEther_re_ent32[msg.sender];
        msg.sender.transfer(transferValue_re_ent32);    
        redeemableEther_re_ent32[msg.sender] = 0;
    }",True,buggy_45.sol
1696,"    function closeGame() public byOwner inState(State.OPEN){
        state = State.CLOSED;
        emit GameClosed();
    }",False,buggy_45.sol
1697,"function withdrawFunds_re_ent38 (uint256 _weiToWithdraw) public {
        require(balances_re_ent38[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent38[msg.sender] -= _weiToWithdraw;
    }",True,buggy_45.sol
1698,"    function betUp() public payable byPlayer inState(State.OPEN){
        require(msg.value == (bet*0.001 ether));
        guesses[UP].guesses_number++;
        guesses[UP].players[msg.sender] = PaidStatus.NOT_PAID;
        emit PlayerBet(msg.sender, UP);
    }",False,buggy_45.sol
1699,"function claimReward_re_ent4() public {        
        require(redeemableEther_re_ent4[msg.sender] > 0);
        uint transferValue_re_ent4 = redeemableEther_re_ent4[msg.sender];
        msg.sender.transfer(transferValue_re_ent4);    
        redeemableEther_re_ent4[msg.sender] = 0;
    }",True,buggy_45.sol
1700,"    function betDown() public payable byPlayer inState(State.OPEN){
        require(msg.value == (bet*0.001 ether));
        guesses[DOWN].guesses_number++;
        guesses[DOWN].players[msg.sender] = PaidStatus.NOT_PAID;
        emit PlayerBet(msg.sender, DOWN);
    }",False,buggy_45.sol
1701,"function callme_re_ent7() public{
        require(counter_re_ent7<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent7 += 1;
    }",True,buggy_45.sol
1702,"    function setFinalPrice(uint256 _value) public payable byOracle inState(State.CLOSED) {
        finalPrice = _value;
        emit FinalPriceSet(finalPrice);
        if(finalPrice > initialPrice){
            result = UP;
        }else{
            result = DOWN;
        }
        if(guesses[result].guesses_number > 0){
            state = State.PLAYERS_WIN;
            splitJackpot = getBalance()/guesses[result].guesses_number;
            emit PlayersWin(result, splitJackpot);
        }else{
            state = State.OWNER_WIN;
            emit OwnerWins(owner);
        }
    }",False,buggy_45.sol
1703,"	  function buyTicket_re_ent23() public{
	    if (!(lastPlayer_re_ent23.send(jackpot_re_ent23)))
        revert();
      lastPlayer_re_ent23 = msg.sender;
      jackpot_re_ent23    = address(this).balance;
    }",True,buggy_45.sol
1704,"    function collectOwnerWinnings() public byOwner inState(State.OWNER_WIN){
        selfdestruct(owner);
    }",False,buggy_45.sol
1705,"function callme_re_ent14() public{
        require(counter_re_ent14<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent14 += 1;
    }",True,buggy_45.sol
1706,"    function collectPlayerWinnings() public byPlayer inState(State.PLAYERS_WIN){
        if(guesses[result].players[msg.sender] == PaidStatus.NOT_PAID){
            guesses[result].players[msg.sender] = PaidStatus.PAID;
            msg.sender.transfer(splitJackpot);
        } else revert();
    }",False,buggy_45.sol
1707,"	  function buyTicket_re_ent30() public{
	    if (!(lastPlayer_re_ent30.send(jackpot_re_ent30)))
        revert();
      lastPlayer_re_ent30 = msg.sender;
      jackpot_re_ent30    = address(this).balance;
    }",True,buggy_45.sol
1708,"    function getBalance() private view returns (uint256){
        return address(this).balance;
    }",False,buggy_45.sol
1709,"    function withdraw_balances_re_ent8 () public {
       (bool success,) = msg.sender.call.value(balances_re_ent8[msg.sender ])("""");
       if (success)
          balances_re_ent8[msg.sender] = 0;
      }",True,buggy_45.sol
1710,"    function transfer(address to, uint amount) {
        if (userBalances[msg.sender] >= amount) {
            userBalances[to] += amount;
            userBalances[msg.sender] -= amount;
        }
    }",False,reentrancy_cross_function.sol
1711,"    function withdrawBalance() public {
        uint amountToWithdraw = userBalances[msg.sender];
        (bool success, ) = msg.sender.call.value(amountToWithdraw)("""");  
        require(success);
        userBalances[msg.sender] = 0;
    }",True,reentrancy_cross_function.sol
1712,"	  function buyTicket_re_ent2() public{
	    if (!(lastPlayer_re_ent2.send(jackpot_re_ent2)))
        revert();
      lastPlayer_re_ent2 = msg.sender;
      jackpot_re_ent2    = address(this).balance;
    }",True,buggy_50.sol
1713,"function withdrawFunds_re_ent17 (uint256 _weiToWithdraw) public {
        require(balances_re_ent17[msg.sender] >= _weiToWithdraw);
        (bool success,)=msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent17[msg.sender] -= _weiToWithdraw;
    }",True,buggy_50.sol
1714,"	  function buyTicket_re_ent37() public{
	    if (!(lastPlayer_re_ent37.send(jackpot_re_ent37)))
        revert();
      lastPlayer_re_ent37 = msg.sender;
      jackpot_re_ent37    = address(this).balance;
    }",True,buggy_50.sol
1715,"function withdrawFunds_re_ent3 (uint256 _weiToWithdraw) public {
        require(balances_re_ent3[msg.sender] >= _weiToWithdraw);
	(bool success,)= msg.sender.call.value(_weiToWithdraw)("""");
        require(success);   
        balances_re_ent3[msg.sender] -= _weiToWithdraw;
    }",True,buggy_50.sol
1716,"	  function buyTicket_re_ent9() public{
	    (bool success,) = lastPlayer_re_ent9.call.value(jackpot_re_ent9)("""");
	    if (!success)
	        revert();
      lastPlayer_re_ent9 = msg.sender;
      jackpot_re_ent9    = address(this).balance;
    }",True,buggy_50.sol
1717,"function claimReward_re_ent25() public {        
        require(redeemableEther_re_ent25[msg.sender] > 0);
        uint transferValue_re_ent25 = redeemableEther_re_ent25[msg.sender];
        msg.sender.transfer(transferValue_re_ent25);    
        redeemableEther_re_ent25[msg.sender] = 0;
    }",True,buggy_50.sol
1718,"function withdrawFunds_re_ent31 (uint256 _weiToWithdraw) public {
        require(balances_re_ent31[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent31[msg.sender] -= _weiToWithdraw;
    }",True,buggy_50.sol
1719,"function bug_re_ent13() public{
        require(not_called_re_ent13);
        (bool success,)=msg.sender.call.value(1 ether)("""");
        if( ! success ){
            revert();
        }
        not_called_re_ent13 = false;
    }",True,buggy_50.sol
1720,"function withdrawBalance_re_ent19() public{
        if( ! (msg.sender.send(userBalance_re_ent19[msg.sender]) ) ){
            revert();
        }
        userBalance_re_ent19[msg.sender] = 0;
    }",True,buggy_50.sol
1721,"    function gethashfee() external view returns(uint)
    {
        return hashfee;
    }",False,buggy_50.sol
1722,"function withdrawBalance_re_ent26() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent26[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent26[msg.sender] = 0;
    }",True,buggy_50.sol
1723,"    function sethashfee(uint newfee) external onlyManager
    {
        require(newfee >= 0);
        hashfee = newfee;
    }",False,buggy_50.sol
1724,"function bug_re_ent20() public{
        require(not_called_re_ent20);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent20 = false;
    }",True,buggy_50.sol
1725,"    function getchangehashownerfee() external view returns(uint)
    {
        return changehashownerfee;
    }",False,buggy_50.sol
1726,"function claimReward_re_ent32() public {        
        require(redeemableEther_re_ent32[msg.sender] > 0);
        uint transferValue_re_ent32 = redeemableEther_re_ent32[msg.sender];
        msg.sender.transfer(transferValue_re_ent32);    
        redeemableEther_re_ent32[msg.sender] = 0;
    }",True,buggy_50.sol
1727,"     function setchangehashownerfee(uint newfee) external onlyManager
    {
        require(newfee >= 0);
        changehashownerfee = newfee;
    }",False,buggy_50.sol
1728,"function withdrawFunds_re_ent38 (uint256 _weiToWithdraw) public {
        require(balances_re_ent38[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent38[msg.sender] -= _weiToWithdraw;
    }",True,buggy_50.sol
1729,"    function getcontractactive() external view returns (bool)
    {
        return contractactive;
    }",False,buggy_50.sol
1730,"function claimReward_re_ent4() public {        
        require(redeemableEther_re_ent4[msg.sender] > 0);
        uint transferValue_re_ent4 = redeemableEther_re_ent4[msg.sender];
        msg.sender.transfer(transferValue_re_ent4);    
        redeemableEther_re_ent4[msg.sender] = 0;
    }",True,buggy_50.sol
1731,"    function setcontractactive(bool contactive) external onlyManager
    {
        contractactive = contactive;
    }",False,buggy_50.sol
1732,"function callme_re_ent7() public{
        require(counter_re_ent7<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent7 += 1;
    }",True,buggy_50.sol
1733,"     function getmanager() external view returns(address)
    {
        return manager;
    }",False,buggy_50.sol
1734,"	  function buyTicket_re_ent23() public{
	    if (!(lastPlayer_re_ent23.send(jackpot_re_ent23)))
        revert();
      lastPlayer_re_ent23 = msg.sender;
      jackpot_re_ent23    = address(this).balance;
    }",True,buggy_50.sol
1735,"    function setmanager(address payable newmngr) external onlyManager
    {
        require(newmngr.balance > 0);
        manager = newmngr;
    }",False,buggy_50.sol
1736,"function callme_re_ent14() public{
        require(counter_re_ent14<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent14 += 1;
    }",True,buggy_50.sol
1737,"    function getcontractbalance() public view returns(uint)
    {
        return address(this).balance;
    }",False,buggy_50.sol
1738,"	  function buyTicket_re_ent30() public{
	    if (!(lastPlayer_re_ent30.send(jackpot_re_ent30)))
        revert();
      lastPlayer_re_ent30 = msg.sender;
      jackpot_re_ent30    = address(this).balance;
    }",True,buggy_50.sol
1739,"    function transfercontractbalance() external onlyManager
    {
        uint cb = address(this).balance;
        require(cb > 0);
        manager.transfer(cb);
    }",False,buggy_50.sol
1740,"    function withdraw_balances_re_ent8 () public {
       (bool success,) = msg.sender.call.value(balances_re_ent8[msg.sender ])("""");
       if (success)
          balances_re_ent8[msg.sender] = 0;
      }",True,buggy_50.sol
1741,"    function getHashOwnersCount(bytes32 hash) public view returns(uint)
    {
        return HashList[hash].length;
    }",False,buggy_50.sol
1742,"function claimReward_re_ent39() public {        
        require(redeemableEther_re_ent39[msg.sender] > 0);
        uint transferValue_re_ent39 = redeemableEther_re_ent39[msg.sender];
        msg.sender.transfer(transferValue_re_ent39);    
        redeemableEther_re_ent39[msg.sender] = 0;
    }",True,buggy_50.sol
1743,"    function getNumberofHashesRegistered() external view returns(uint)
    {
        return HashListLength;
    }",False,buggy_50.sol
1744,"    function withdraw_balances_re_ent36 () public {
       if (msg.sender.send(balances_re_ent36[msg.sender ]))
          balances_re_ent36[msg.sender] = 0;
      }",True,buggy_50.sol
1745,"     function getHashDetails(bytes32 hash,uint indx) external view returns (address,uint)
    {
        uint owncount = getHashOwnersCount(hash);
        require(owncount > 0);
        require(indx < owncount);
        return (HashList[hash][indx].owner,HashList[hash][indx].registrationtime);
    }",False,buggy_50.sol
1746,"function callme_re_ent35() public{
        require(counter_re_ent35<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent35 += 1;
    }",True,buggy_50.sol
1747,"    function registerHash(bytes32 hash) external payable
    {
        require(contractactive == true);
        require(getHashOwnersCount(hash) == 0);
        require(msg.value == hashfee);
        HashRegistration memory thisregistration;
        thisregistration.owner = msg.sender;
        thisregistration.registrationtime = now;
        HashList[hash].push(thisregistration);
        HashListLength++;
        emit RegisterHashEvent(thisregistration.owner, hash, thisregistration.registrationtime);
    }",False,buggy_50.sol
1748,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_50.sol
1749,"    function changeHashOwnership(bytes32 hash, address newowner) external payable
    {
        require(contractactive == true);
        uint owncount = getHashOwnersCount(hash);
        require(owncount > 0);
        require(msg.sender == HashList[hash][owncount - 1].owner); 
        require(msg.value == changehashownerfee);
        HashRegistration memory thisregistration;
        thisregistration.owner = newowner;
        thisregistration.registrationtime = now;
        HashList[hash].push(thisregistration);
        emit ChangeHashOwnershipEvent(msg.sender, thisregistration.owner, hash, thisregistration.registrationtime);
    }",False,buggy_50.sol
1750,"function withdrawBalance_re_ent33() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent33[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent33[msg.sender] = 0;
    }",True,buggy_50.sol
1751,"function bug_re_ent27() public{
        require(not_called_re_ent27);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent27 = false;
    }",True,buggy_50.sol
